"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/01/2026 00:00 - 01/01/2026 00:15","BZN|DE-LU","45866.93","47568.38"
"19/08/2026 20:45 - 19/08/2026 21:00","BZN|DE-LU","-","-"
"19/08/2026 21:00 - 19/08/2026 21:15","BZN|DE-LU","-","-"
"19/08/2026 21:15 - 19/08/2026 21:30","BZN|DE-LU","-","-"
"19/08/2026 21:30 - 19/08/2026 21:45","BZN|DE-LU","-","-"
"19/08/2026 21:45 - 19/08/2026 22:00","BZN|DE-LU","-","-"
"19/08/2026 22:00 - 19/08/2026 22:15","BZN|DE-LU","-","-"
"19/08/2026 22:15 - 19/08/2026 22:30","BZN|DE-LU","-","-"
"19/08/2026 22:30 - 19/08/2026 22:45","BZN|DE-LU","-","-"
"19/08/2026 22:45 - 19/08/2026 23:00","BZN|DE-LU","-","-"
"19/08/2026 23:00 - 19/08/2026 23:15","BZN|DE-LU","-","-"
"19/08/2026 23:15 - 19/08/2026 23:30","BZN|DE-LU","-","-"
"19/08/2026 23:30 - 19/08/2026 23:45","BZN|DE-LU","-","-"
"19/08/2026 23:45 - 20/08/2026 00:00","BZN|DE-LU","-","-"
"20/08/2026 00:00 - 20/08/2026 00:15","BZN|DE-LU","-","-"
"20/08/2026 00:15 - 20/08/2026 00:30","BZN|DE-LU","-","-"
"20/08/2026 00:30 - 20/08/2026 00:45","BZN|DE-LU","-","-"
"20/08/2026 00:45 - 20/08/2026 01:00","BZN|DE-LU","-","-"
"20/08/2026 01:00 - 20/08/2026 01:15","BZN|DE-LU","-","-"
"20/08/2026 01:15 - 20/08/2026 01:30","BZN|DE-LU","-","-"
"20/08/2026 01:30 - 20/08/2026 01:45","BZN|DE-LU","-","-"
"20/08/2026 01:45 - 20/08/2026 02:00","BZN|DE-LU","-","-"
"20/08/2026 02:00 - 20/08/2026 02:15","BZN|DE-LU","-","-"
"20/08/2026 02:15 - 20/08/2026 02:30","BZN|DE-LU","-","-"
"20/08/2026 02:30 - 20/08/2026 02:45","BZN|DE-LU","-","-"
"20/08/2026 02:45 - 20/08/2026 03:00","BZN|DE-LU","-","-"
"20/08/2026 03:00 - 20/08/2026 03:15","BZN|DE-LU","-","-"
"20/08/2026 03:15 - 20/08/2026 03:30","BZN|DE-LU","-","-"
"20/08/2026 03:30 - 20/08/2026 03:45","BZN|DE-LU","-","-"
"20/08/2026 03:45 - 20/08/2026 04:00","BZN|DE-LU","-","-"
"20/08/2026 04:00 - 20/08/2026 04:15","BZN|DE-LU","-","-"
"20/08/2026 04:15 - 20/08/2026 04:30","BZN|DE-LU","-","-"
"20/08/2026 04:30 - 20/08/2026 04:45","BZN|DE-LU","-","-"
"20/08/2026 04:45 - 20/08/2026 05:00","BZN|DE-LU","-","-"
"20/08/2026 05:00 - 20/08/2026 05:15","BZN|DE-LU","-","-"
"20/08/2026 05:15 - 20/08/2026 05:30","BZN|DE-LU","-","-"
"20/08/2026 05:30 - 20/08/2026 05:45","BZN|DE-LU","-","-"
"20/08/2026 05:45 - 20/08/2026 06:00","BZN|DE-LU","-","-"
"20/08/2026 06:00 - 20/08/2026 06:15","BZN|DE-LU","-","-"
"20/08/2026 06:15 - 20/08/2026 06:30","BZN|DE-LU","-","-"
"20/08/2026 06:30 - 20/08/2026 06:45","BZN|DE-LU","-","-"
"20/08/2026 06:45 - 20/08/2026 07:00","BZN|DE-LU","-","-"
"20/08/2026 07:00 - 20/08/2026 07:15","BZN|DE-LU","-","-"
"20/08/2026 07:15 - 20/08/2026 07:30","BZN|DE-LU","-","-"
"20/08/2026 07:30 - 20/08/2026 07:45","BZN|DE-LU","-","-"
"20/08/2026 07:45 - 20/08/2026 08:00","BZN|DE-LU","-","-"
"20/08/2026 08:00 - 20/08/2026 08:15","BZN|DE-LU","-","-"
"20/08/2026 08:15 - 20/08/2026 08:30","BZN|DE-LU","-","-"
"20/08/2026 08:30 - 20/08/2026 08:45","BZN|DE-LU","-","-"
"20/08/2026 08:45 - 20/08/2026 09:00","BZN|DE-LU","-","-"
"20/08/2026 09:00 - 20/08/2026 09:15","BZN|DE-LU","-","-"
"20/08/2026 09:15 - 20/08/2026 09:30","BZN|DE-LU","-","-"
"20/08/2026 09:30 - 20/08/2026 09:45","BZN|DE-LU","-","-"
"20/08/2026 09:45 - 20/08/2026 10:00","BZN|DE-LU","-","-"
"20/08/2026 10:00 - 20/08/2026 10:15","BZN|DE-LU","-","-"
"20/08/2026 10:15 - 20/08/2026 10:30","BZN|DE-LU","-","-"
"20/08/2026 10:30 - 20/08/2026 10:45","BZN|DE-LU","-","-"
"20/08/2026 10:45 - 20/08/2026 11:00","BZN|DE-LU","-","-"
"20/08/2026 11:00 - 20/08/2026 11:15","BZN|DE-LU","-","-"
"20/08/2026 11:15 - 20/08/2026 11:30","BZN|DE-LU","-","-"
"20/08/2026 11:30 - 20/08/2026 11:45","BZN|DE-LU","-","-"
"20/08/2026 11:45 - 20/08/2026 12:00","BZN|DE-LU","-","-"
"20/08/2026 12:00 - 20/08/2026 12:15","BZN|DE-LU","-","-"
"20/08/2026 12:15 - 20/08/2026 12:30","BZN|DE-LU","-","-"
"20/08/2026 12:30 - 20/08/2026 12:45","BZN|DE-LU","-","-"
"20/08/2026 12:45 - 20/08/2026 13:00","BZN|DE-LU","-","-"
"20/08/2026 13:00 - 20/08/2026 13:15","BZN|DE-LU","-","-"
"20/08/2026 13:15 - 20/08/2026 13:30","BZN|DE-LU","-","-"
"20/08/2026 13:30 - 20/08/2026 13:45","BZN|DE-LU","-","-"
"20/08/2026 13:45 - 20/08/2026 14:00","BZN|DE-LU","-","-"
"20/08/2026 14:00 - 20/08/2026 14:15","BZN|DE-LU","-","-"
"20/08/2026 14:15 - 20/08/2026 14:30","BZN|DE-LU","-","-"
"20/08/2026 14:30 - 20/08/2026 14:45","BZN|DE-LU","-","-"
"20/08/2026 14:45 - 20/08/2026 15:00","BZN|DE-LU","-","-"
"20/08/2026 15:00 - 20/08/2026 15:15","BZN|DE-LU","-","-"
"20/08/2026 15:15 - 20/08/2026 15:30","BZN|DE-LU","-","-"
"20/08/2026 15:30 - 20/08/2026 15:45","BZN|DE-LU","-","-"
"20/08/2026 15:45 - 20/08/2026 16:00","BZN|DE-LU","-","-"
"20/08/2026 16:00 - 20/08/2026 16:15","BZN|DE-LU","-","-"
"20/08/2026 16:15 - 20/08/2026 16:30","BZN|DE-LU","-","-"
"20/08/2026 16:30 - 20/08/2026 16:45","BZN|DE-LU","-","-"
"20/08/2026 16:45 - 20/08/2026 17:00","BZN|DE-LU","-","-"
"20/08/2026 17:00 - 20/08/2026 17:15","BZN|DE-LU","-","-"
"20/08/2026 17:15 - 20/08/2026 17:30","BZN|DE-LU","-","-"
"20/08/2026 17:30 - 20/08/2026 17:45","BZN|DE-LU","-","-"
"20/08/2026 17:45 - 20/08/2026 18:00","BZN|DE-LU","-","-"
"20/08/2026 18:00 - 20/08/2026 18:15","BZN|DE-LU","-","-"
"20/08/2026 18:15 - 20/08/2026 18:30","BZN|DE-LU","-","-"
"20/08/2026 18:30 - 20/08/2026 18:45","BZN|DE-LU","-","-"
"20/08/2026 18:45 - 20/08/2026 19:00","BZN|DE-LU","-","-"
"20/08/2026 19:00 - 20/08/2026 19:15","BZN|DE-LU","-","-"
"20/08/2026 19:15 - 20/08/2026 19:30","BZN|DE-LU","-","-"
"20/08/2026 19:30 - 20/08/2026 19:45","BZN|DE-LU","-","-"
"20/08/2026 19:45 - 20/08/2026 20:00","BZN|DE-LU","-","-"
"20/08/2026 20:00 - 20/08/2026 20:15","BZN|DE-LU","-","-"
"20/08/2026 20:15 - 20/08/2026 20:30","BZN|DE-LU","-","-"
"20/08/2026 20:30 - 20/08/2026 20:45","BZN|DE-LU","-","-"
"20/08/2026 20:45 - 20/08/2026 21:00","BZN|DE-LU","-","-"
"20/08/2026 21:00 - 20/08/2026 21:15","BZN|DE-LU","-","-"
"20/08/2026 21:15 - 20/08/2026 21:30","BZN|DE-LU","-","-"
"20/08/2026 21:30 - 20/08/2026 21:45","BZN|DE-LU","-","-"
"20/08/2026 21:45 - 20/08/2026 22:00","BZN|DE-LU","-","-"
"20/08/2026 22:00 - 20/08/2026 22:15","BZN|DE-LU","-","-"
"20/08/2026 22:15 - 20/08/2026 22:30","BZN|DE-LU","-","-"
"20/08/2026 22:30 - 20/08/2026 22:45","BZN|DE-LU","-","-"
"20/08/2026 22:45 - 20/08/2026 23:00","BZN|DE-LU","-","-"
"20/08/2026 23:00 - 20/08/2026 23:15","BZN|DE-LU","-","-"
"20/08/2026 23:15 - 20/08/2026 23:30","BZN|DE-LU","-","-"
"20/08/2026 23:30 - 20/08/2026 23:45","BZN|DE-LU","-","-"
"20/08/2026 23:45 - 21/08/2026 00:00","BZN|DE-LU","-","-"
"21/08/2026 00:00 - 21/08/2026 00:15","BZN|DE-LU","-","-"
"21/08/2026 00:15 - 21/08/2026 00:30","BZN|DE-LU","-","-"
"21/08/2026 00:30 - 21/08/2026 00:45","BZN|DE-LU","-","-"
"21/08/2026 00:45 - 21/08/2026 01:00","BZN|DE-LU","-","-"
"21/08/2026 01:00 - 21/08/2026 01:15","BZN|DE-LU","-","-"
"21/08/2026 01:15 - 21/08/2026 01:30","BZN|DE-LU","-","-"
"21/08/2026 01:30 - 21/08/2026 01:45","BZN|DE-LU","-","-"
"21/08/2026 01:45 - 21/08/2026 02:00","BZN|DE-LU","-","-"
"21/08/2026 02:00 - 21/08/2026 02:15","BZN|DE-LU","-","-"
"21/08/2026 02:15 - 21/08/2026 02:30","BZN|DE-LU","-","-"
"21/08/2026 02:30 - 21/08/2026 02:45","BZN|DE-LU","-","-"
"21/08/2026 02:45 - 21/08/2026 03:00","BZN|DE-LU","-","-"
"21/08/2026 03:00 - 21/08/2026 03:15","BZN|DE-LU","-","-"
"21/08/2026 03:15 - 21/08/2026 03:30","BZN|DE-LU","-","-"
"21/08/2026 03:30 - 21/08/2026 03:45","BZN|DE-LU","-","-"
"21/08/2026 03:45 - 21/08/2026 04:00","BZN|DE-LU","-","-"
"21/08/2026 04:00 - 21/08/2026 04:15","BZN|DE-LU","-","-"
"21/08/2026 04:15 - 21/08/2026 04:30","BZN|DE-LU","-","-"
"21/08/2026 04:30 - 21/08/2026 04:45","BZN|DE-LU","-","-"
"21/08/2026 04:45 - 21/08/2026 05:00","BZN|DE-LU","-","-"
"21/08/2026 05:00 - 21/08/2026 05:15","BZN|DE-LU","-","-"
"21/08/2026 05:15 - 21/08/2026 05:30","BZN|DE-LU","-","-"
"21/08/2026 05:30 - 21/08/2026 05:45","BZN|DE-LU","-","-"
"21/08/2026 05:45 - 21/08/2026 06:00","BZN|DE-LU","-","-"
"21/08/2026 06:00 - 21/08/2026 06:15","BZN|DE-LU","-","-"
"21/08/2026 06:15 - 21/08/2026 06:30","BZN|DE-LU","-","-"
"21/08/2026 06:30 - 21/08/2026 06:45","BZN|DE-LU","-","-"
"21/08/2026 06:45 - 21/08/2026 07:00","BZN|DE-LU","-","-"
"21/08/2026 07:00 - 21/08/2026 07:15","BZN|DE-LU","-","-"
"21/08/2026 07:15 - 21/08/2026 07:30","BZN|DE-LU","-","-"
"21/08/2026 07:30 - 21/08/2026 07:45","BZN|DE-LU","-","-"
"21/08/2026 07:45 - 21/08/2026 08:00","BZN|DE-LU","-","-"
"21/08/2026 08:00 - 21/08/2026 08:15","BZN|DE-LU","-","-"
"21/08/2026 08:15 - 21/08/2026 08:30","BZN|DE-LU","-","-"
"21/08/2026 08:30 - 21/08/2026 08:45","BZN|DE-LU","-","-"
"21/08/2026 08:45 - 21/08/2026 09:00","BZN|DE-LU","-","-"
"21/08/2026 09:00 - 21/08/2026 09:15","BZN|DE-LU","-","-"
"21/08/2026 09:15 - 21/08/2026 09:30","BZN|DE-LU","-","-"
"21/08/2026 09:30 - 21/08/2026 09:45","BZN|DE-LU","-","-"
"21/08/2026 09:45 - 21/08/2026 10:00","BZN|DE-LU","-","-"
"21/08/2026 10:00 - 21/08/2026 10:15","BZN|DE-LU","-","-"
"21/08/2026 10:15 - 21/08/2026 10:30","BZN|DE-LU","-","-"
"21/08/2026 10:30 - 21/08/2026 10:45","BZN|DE-LU","-","-"
"21/08/2026 10:45 - 21/08/2026 11:00","BZN|DE-LU","-","-"
"21/08/2026 11:00 - 21/08/2026 11:15","BZN|DE-LU","-","-"
"21/08/2026 11:15 - 21/08/2026 11:30","BZN|DE-LU","-","-"
"21/08/2026 11:30 - 21/08/2026 11:45","BZN|DE-LU","-","-"
"21/08/2026 11:45 - 21/08/2026 12:00","BZN|DE-LU","-","-"
"21/08/2026 12:00 - 21/08/2026 12:15","BZN|DE-LU","-","-"
"21/08/2026 12:15 - 21/08/2026 12:30","BZN|DE-LU","-","-"
"21/08/2026 12:30 - 21/08/2026 12:45","BZN|DE-LU","-","-"
"21/08/2026 12:45 - 21/08/2026 13:00","BZN|DE-LU","-","-"
"21/08/2026 13:00 - 21/08/2026 13:15","BZN|DE-LU","-","-"
"21/08/2026 13:15 - 21/08/2026 13:30","BZN|DE-LU","-","-"
"21/08/2026 13:30 - 21/08/2026 13:45","BZN|DE-LU","-","-"
"21/08/2026 13:45 - 21/08/2026 14:00","BZN|DE-LU","-","-"
"21/08/2026 14:00 - 21/08/2026 14:15","BZN|DE-LU","-","-"
"21/08/2026 14:15 - 21/08/2026 14:30","BZN|DE-LU","-","-"
"21/08/2026 14:30 - 21/08/2026 14:45","BZN|DE-LU","-","-"
"21/08/2026 14:45 - 21/08/2026 15:00","BZN|DE-LU","-","-"
"21/08/2026 15:00 - 21/08/2026 15:15","BZN|DE-LU","-","-"
"21/08/2026 15:15 - 21/08/2026 15:30","BZN|DE-LU","-","-"
"21/08/2026 15:30 - 21/08/2026 15:45","BZN|DE-LU","-","-"
"21/08/2026 15:45 - 21/08/2026 16:00","BZN|DE-LU","-","-"
"21/08/2026 16:00 - 21/08/2026 16:15","BZN|DE-LU","-","-"
"21/08/2026 16:15 - 21/08/2026 16:30","BZN|DE-LU","-","-"
"21/08/2026 16:30 - 21/08/2026 16:45","BZN|DE-LU","-","-"
"21/08/2026 16:45 - 21/08/2026 17:00","BZN|DE-LU","-","-"
"21/08/2026 17:00 - 21/08/2026 17:15","BZN|DE-LU","-","-"
"21/08/2026 17:15 - 21/08/2026 17:30","BZN|DE-LU","-","-"
"21/08/2026 17:30 - 21/08/2026 17:45","BZN|DE-LU","-","-"
"21/08/2026 17:45 - 21/08/2026 18:00","BZN|DE-LU","-","-"
"21/08/2026 18:00 - 21/08/2026 18:15","BZN|DE-LU","-","-"
"21/08/2026 18:15 - 21/08/2026 18:30","BZN|DE-LU","-","-"
"21/08/2026 18:30 - 21/08/2026 18:45","BZN|DE-LU","-","-"
"21/08/2026 18:45 - 21/08/2026 19:00","BZN|DE-LU","-","-"
"21/08/2026 19:00 - 21/08/2026 19:15","BZN|DE-LU","-","-"
"21/08/2026 19:15 - 21/08/2026 19:30","BZN|DE-LU","-","-"
"21/08/2026 19:30 - 21/08/2026 19:45","BZN|DE-LU","-","-"
"21/08/2026 19:45 - 21/08/2026 20:00","BZN|DE-LU","-","-"
"21/08/2026 20:00 - 21/08/2026 20:15","BZN|DE-LU","-","-"
"21/08/2026 20:15 - 21/08/2026 20:30","BZN|DE-LU","-","-"
"21/08/2026 20:30 - 21/08/2026 20:45","BZN|DE-LU","-","-"
"21/08/2026 20:45 - 21/08/2026 21:00","BZN|DE-LU","-","-"
"21/08/2026 21:00 - 21/08/2026 21:15","BZN|DE-LU","-","-"
"21/08/2026 21:15 - 21/08/2026 21:30","BZN|DE-LU","-","-"
"21/08/2026 21:30 - 21/08/2026 21:45","BZN|DE-LU","-","-"
"21/08/2026 21:45 - 21/08/2026 22:00","BZN|DE-LU","-","-"
"21/08/2026 22:00 - 21/08/2026 22:15","BZN|DE-LU","-","-"
"21/08/2026 22:15 - 21/08/2026 22:30","BZN|DE-LU","-","-"
"21/08/2026 22:30 - 21/08/2026 22:45","BZN|DE-LU","-","-"
"21/08/2026 22:45 - 21/08/2026 23:00","BZN|DE-LU","-","-"
"21/08/2026 23:00 - 21/08/2026 23:15","BZN|DE-LU","-","-"
"21/08/2026 23:15 - 21/08/2026 23:30","BZN|DE-LU","-","-"
"21/08/2026 23:30 - 21/08/2026 23:45","BZN|DE-LU","-","-"
"21/08/2026 23:45 - 22/08/2026 00:00","BZN|DE-LU","-","-"
"22/08/2026 00:00 - 22/08/2026 00:15","BZN|DE-LU","-","-"
"22/08/2026 00:15 - 22/08/2026 00:30","BZN|DE-LU","-","-"
"22/08/2026 00:30 - 22/08/2026 00:45","BZN|DE-LU","-","-"
"22/08/2026 00:45 - 22/08/2026 01:00","BZN|DE-LU","-","-"
"22/08/2026 01:00 - 22/08/2026 01:15","BZN|DE-LU","-","-"
"22/08/2026 01:15 - 22/08/2026 01:30","BZN|DE-LU","-","-"
"22/08/2026 01:30 - 22/08/2026 01:45","BZN|DE-LU","-","-"
"22/08/2026 01:45 - 22/08/2026 02:00","BZN|DE-LU","-","-"
"22/08/2026 02:00 - 22/08/2026 02:15","BZN|DE-LU","-","-"
"22/08/2026 02:15 - 22/08/2026 02:30","BZN|DE-LU","-","-"
"22/08/2026 02:30 - 22/08/2026 02:45","BZN|DE-LU","-","-"
"22/08/2026 02:45 - 22/08/2026 03:00","BZN|DE-LU","-","-"
"22/08/2026 03:00 - 22/08/2026 03:15","BZN|DE-LU","-","-"
"22/08/2026 03:15 - 22/08/2026 03:30","BZN|DE-LU","-","-"
"22/08/2026 03:30 - 22/08/2026 03:45","BZN|DE-LU","-","-"
"22/08/2026 03:45 - 22/08/2026 04:00","BZN|DE-LU","-","-"
"22/08/2026 04:00 - 22/08/2026 04:15","BZN|DE-LU","-","-"
"22/08/2026 04:15 - 22/08/2026 04:30","BZN|DE-LU","-","-"
"22/08/2026 04:30 - 22/08/2026 04:45","BZN|DE-LU","-","-"
"22/08/2026 04:45 - 22/08/2026 05:00","BZN|DE-LU","-","-"
"22/08/2026 05:00 - 22/08/2026 05:15","BZN|DE-LU","-","-"
"22/08/2026 05:15 - 22/08/2026 05:30","BZN|DE-LU","-","-"
"22/08/2026 05:30 - 22/08/2026 05:45","BZN|DE-LU","-","-"
"22/08/2026 05:45 - 22/08/2026 06:00","BZN|DE-LU","-","-"
"22/08/2026 06:00 - 22/08/2026 06:15","BZN|DE-LU","-","-"
"22/08/2026 06:15 - 22/08/2026 06:30","BZN|DE-LU","-","-"
"22/08/2026 06:30 - 22/08/2026 06:45","BZN|DE-LU","-","-"
"22/08/2026 06:45 - 22/08/2026 07:00","BZN|DE-LU","-","-"
"22/08/2026 07:00 - 22/08/2026 07:15","BZN|DE-LU","-","-"
"22/08/2026 07:15 - 22/08/2026 07:30","BZN|DE-LU","-","-"
"22/08/2026 07:30 - 22/08/2026 07:45","BZN|DE-LU","-","-"
"22/08/2026 07:45 - 22/08/2026 08:00","BZN|DE-LU","-","-"
"22/08/2026 08:00 - 22/08/2026 08:15","BZN|DE-LU","-","-"
"22/08/2026 08:15 - 22/08/2026 08:30","BZN|DE-LU","-","-"
"22/08/2026 08:30 - 22/08/2026 08:45","BZN|DE-LU","-","-"
"22/08/2026 08:45 - 22/08/2026 09:00","BZN|DE-LU","-","-"
"22/08/2026 09:00 - 22/08/2026 09:15","BZN|DE-LU","-","-"
"22/08/2026 09:15 - 22/08/2026 09:30","BZN|DE-LU","-","-"
"22/08/2026 09:30 - 22/08/2026 09:45","BZN|DE-LU","-","-"
"22/08/2026 09:45 - 22/08/2026 10:00","BZN|DE-LU","-","-"
"22/08/2026 10:00 - 22/08/2026 10:15","BZN|DE-LU","-","-"
"22/08/2026 10:15 - 22/08/2026 10:30","BZN|DE-LU","-","-"
"22/08/2026 10:30 - 22/08/2026 10:45","BZN|DE-LU","-","-"
"22/08/2026 10:45 - 22/08/2026 11:00","BZN|DE-LU","-","-"
"22/08/2026 11:00 - 22/08/2026 11:15","BZN|DE-LU","-","-"
"22/08/2026 11:15 - 22/08/2026 11:30","BZN|DE-LU","-","-"
"22/08/2026 11:30 - 22/08/2026 11:45","BZN|DE-LU","-","-"
"22/08/2026 11:45 - 22/08/2026 12:00","BZN|DE-LU","-","-"
"22/08/2026 12:00 - 22/08/2026 12:15","BZN|DE-LU","-","-"
"22/08/2026 12:15 - 22/08/2026 12:30","BZN|DE-LU","-","-"
"22/08/2026 12:30 - 22/08/2026 12:45","BZN|DE-LU","-","-"
"22/08/2026 12:45 - 22/08/2026 13:00","BZN|DE-LU","-","-"
"22/08/2026 13:00 - 22/08/2026 13:15","BZN|DE-LU","-","-"
"22/08/2026 13:15 - 22/08/2026 13:30","BZN|DE-LU","-","-"
"22/08/2026 13:30 - 22/08/2026 13:45","BZN|DE-LU","-","-"
"22/08/2026 13:45 - 22/08/2026 14:00","BZN|DE-LU","-","-"
"22/08/2026 14:00 - 22/08/2026 14:15","BZN|DE-LU","-","-"
"22/08/2026 14:15 - 22/08/2026 14:30","BZN|DE-LU","-","-"
"22/08/2026 14:30 - 22/08/2026 14:45","BZN|DE-LU","-","-"
"22/08/2026 14:45 - 22/08/2026 15:00","BZN|DE-LU","-","-"
"22/08/2026 15:00 - 22/08/2026 15:15","BZN|DE-LU","-","-"
"22/08/2026 15:15 - 22/08/2026 15:30","BZN|DE-LU","-","-"
"22/08/2026 15:30 - 22/08/2026 15:45","BZN|DE-LU","-","-"
"22/08/2026 15:45 - 22/08/2026 16:00","BZN|DE-LU","-","-"
"22/08/2026 16:00 - 22/08/2026 16:15","BZN|DE-LU","-","-"
"22/08/2026 16:15 - 22/08/2026 16:30","BZN|DE-LU","-","-"
"22/08/2026 16:30 - 22/08/2026 16:45","BZN|DE-LU","-","-"
"22/08/2026 16:45 - 22/08/2026 17:00","BZN|DE-LU","-","-"
"22/08/2026 17:00 - 22/08/2026 17:15","BZN|DE-LU","-","-"
"22/08/2026 17:15 - 22/08/2026 17:30","BZN|DE-LU","-","-"
"22/08/2026 17:30 - 22/08/2026 17:45","BZN|DE-LU","-","-"
"22/08/2026 17:45 - 22/08/2026 18:00","BZN|DE-LU","-","-"
"22/08/2026 18:00 - 22/08/2026 18:15","BZN|DE-LU","-","-"
"22/08/2026 18:15 - 22/08/2026 18:30","BZN|DE-LU","-","-"
"22/08/2026 18:30 - 22/08/2026 18:45","BZN|DE-LU","-","-"
"22/08/2026 18:45 - 22/08/2026 19:00","BZN|DE-LU","-","-"
"22/08/2026 19:00 - 22/08/2026 19:15","BZN|DE-LU","-","-"
"22/08/2026 19:15 - 22/08/2026 19:30","BZN|DE-LU","-","-"
"22/08/2026 19:30 - 22/08/2026 19:45","BZN|DE-LU","-","-"
"22/08/2026 19:45 - 22/08/2026 20:00","BZN|DE-LU","-","-"
"22/08/2026 20:00 - 22/08/2026 20:15","BZN|DE-LU","-","-"
"22/08/2026 20:15 - 22/08/2026 20:30","BZN|DE-LU","-","-"
"22/08/2026 20:30 - 22/08/2026 20:45","BZN|DE-LU","-","-"
"22/08/2026 20:45 - 22/08/2026 21:00","BZN|DE-LU","-","-"
"22/08/2026 21:00 - 22/08/2026 21:15","BZN|DE-LU","-","-"
"22/08/2026 21:15 - 22/08/2026 21:30","BZN|DE-LU","-","-"
"22/08/2026 21:30 - 22/08/2026 21:45","BZN|DE-LU","-","-"
"22/08/2026 21:45 - 22/08/2026 22:00","BZN|DE-LU","-","-"
"22/08/2026 22:00 - 22/08/2026 22:15","BZN|DE-LU","-","-"
"22/08/2026 22:15 - 22/08/2026 22:30","BZN|DE-LU","-","-"
"22/08/2026 22:30 - 22/08/2026 22:45","BZN|DE-LU","-","-"
"22/08/2026 22:45 - 22/08/2026 23:00","BZN|DE-LU","-","-"
"22/08/2026 23:00 - 22/08/2026 23:15","BZN|DE-LU","-","-"
"22/08/2026 23:15 - 22/08/2026 23:30","BZN|DE-LU","-","-"
"22/08/2026 23:30 - 22/08/2026 23:45","BZN|DE-LU","-","-"
"22/08/2026 23:45 - 23/08/2026 00:00","BZN|DE-LU","-","-"
"23/08/2026 00:00 - 23/08/2026 00:15","BZN|DE-LU","-","-"
"23/08/2026 00:15 - 23/08/2026 00:30","BZN|DE-LU","-","-"
"23/08/2026 00:30 - 23/08/2026 00:45","BZN|DE-LU","-","-"
"23/08/2026 00:45 - 23/08/2026 01:00","BZN|DE-LU","-","-"
"23/08/2026 01:00 - 23/08/2026 01:15","BZN|DE-LU","-","-"
"23/08/2026 01:15 - 23/08/2026 01:30","BZN|DE-LU","-","-"
"23/08/2026 01:30 - 23/08/2026 01:45","BZN|DE-LU","-","-"
"23/08/2026 01:45 - 23/08/2026 02:00","BZN|DE-LU","-","-"
"23/08/2026 02:00 - 23/08/2026 02:15","BZN|DE-LU","-","-"
"23/08/2026 02:15 - 23/08/2026 02:30","BZN|DE-LU","-","-"
"23/08/2026 02:30 - 23/08/2026 02:45","BZN|DE-LU","-","-"
"23/08/2026 02:45 - 23/08/2026 03:00","BZN|DE-LU","-","-"
"23/08/2026 03:00 - 23/08/2026 03:15","BZN|DE-LU","-","-"
"23/08/2026 03:15 - 23/08/2026 03:30","BZN|DE-LU","-","-"
"23/08/2026 03:30 - 23/08/2026 03:45","BZN|DE-LU","-","-"
"23/08/2026 03:45 - 23/08/2026 04:00","BZN|DE-LU","-","-"
"23/08/2026 04:00 - 23/08/2026 04:15","BZN|DE-LU","-","-"
"23/08/2026 04:15 - 23/08/2026 04:30","BZN|DE-LU","-","-"
"23/08/2026 04:30 - 23/08/2026 04:45","BZN|DE-LU","-","-"
"23/08/2026 04:45 - 23/08/2026 05:00","BZN|DE-LU","-","-"
"23/08/2026 05:00 - 23/08/2026 05:15","BZN|DE-LU","-","-"
"23/08/2026 05:15 - 23/08/2026 05:30","BZN|DE-LU","-","-"
"23/08/2026 05:30 - 23/08/2026 05:45","BZN|DE-LU","-","-"
"23/08/2026 05:45 - 23/08/2026 06:00","BZN|DE-LU","-","-"
"23/08/2026 06:00 - 23/08/2026 06:15","BZN|DE-LU","-","-"
"23/08/2026 06:15 - 23/08/2026 06:30","BZN|DE-LU","-","-"
"23/08/2026 06:30 - 23/08/2026 06:45","BZN|DE-LU","-","-"
"23/08/2026 06:45 - 23/08/2026 07:00","BZN|DE-LU","-","-"
"23/08/2026 07:00 - 23/08/2026 07:15","BZN|DE-LU","-","-"
"23/08/2026 07:15 - 23/08/2026 07:30","BZN|DE-LU","-","-"
"23/08/2026 07:30 - 23/08/2026 07:45","BZN|DE-LU","-","-"
"23/08/2026 07:45 - 23/08/2026 08:00","BZN|DE-LU","-","-"
"23/08/2026 08:00 - 23/08/2026 08:15","BZN|DE-LU","-","-"
"23/08/2026 08:15 - 23/08/2026 08:30","BZN|DE-LU","-","-"
"23/08/2026 08:30 - 23/08/2026 08:45","BZN|DE-LU","-","-"
"23/08/2026 08:45 - 23/08/2026 09:00","BZN|DE-LU","-","-"
"23/08/2026 09:00 - 23/08/2026 09:15","BZN|DE-LU","-","-"
"23/08/2026 09:15 - 23/08/2026 09:30","BZN|DE-LU","-","-"
"23/08/2026 09:30 - 23/08/2026 09:45","BZN|DE-LU","-","-"
"23/08/2026 09:45 - 23/08/2026 10:00","BZN|DE-LU","-","-"
"23/08/2026 10:00 - 23/08/2026 10:15","BZN|DE-LU","-","-"
"23/08/2026 10:15 - 23/08/2026 10:30","BZN|DE-LU","-","-"
"23/08/2026 10:30 - 23/08/2026 10:45","BZN|DE-LU","-","-"
"23/08/2026 10:45 - 23/08/2026 11:00","BZN|DE-LU","-","-"
"23/08/2026 11:00 - 23/08/2026 11:15","BZN|DE-LU","-","-"
"23/08/2026 11:15 - 23/08/2026 11:30","BZN|DE-LU","-","-"
